"Data set title: Steven C. Pennings. 2017. Disturbance to permanent monitoring plots at GCE sites 1-10, from 2001 to 2022.. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCEM-1801; /data/PLT-GCEM-1801)",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Year","Month","Day","Site","Zone","Plot","Location","Flag_Location","Location_Notes","Longitude","Flag_Longitude","Latitude","Flag_Latitude","Condition","Observation","Replacement","Notes"
2002,10,18,2,2,5,"GCE2_MM5","","",-81.295682,"",31.535836,"","N","",,""
2002,10,18,2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","N","",,""
2002,10,18,2,2,7,"GCE2_MM7","","",-81.295395,"",31.535843,"","N","",,""
2002,10,18,2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","N","",,""
2002,10,18,4,1,1,"GCE4_CB1","","",-81.365498,"",31.451676,"","N","",,""
2002,10,18,4,1,2,"GCE4_CB12","E","location estimated based on location of a single replacement plot within approximately 3m",-81.365560,"E",31.451548,"E","N","",,""
2002,10,18,4,1,3,"GCE4_CB3","","",-81.365566,"",31.451473,"","N","",,""
2002,10,18,4,1,4,"GCE4_CB4","","",-81.365579,"",31.451373,"","D","W",,""
2002,10,18,4,1,5,"GCE4_CB15","E","location estimated based on location of a single replacement plot within approximately 3m",-81.366132,"E",31.451197,"E","N","",,""
2002,10,18,4,1,6,"GCE4_CB26","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.366163,"E",31.451281,"E","N","",,""
2002,10,18,4,1,7,"GCE4_CB17","E","location estimated based on location of a single replacement plot within approximately 3m",-81.366276,"E",31.451372,"E","N","",,""
2002,10,18,4,1,8,"GCE4_CB8","","",-81.366297,"",31.451478,"","N","",,""
2002,10,18,4,2,1,"GCE4_MM1","","",-81.365523,"",31.452632,"","N","",,""
2002,10,18,4,2,2,"GCE4_MM2","","",-81.365513,"",31.452485,"","N","",,""
2002,10,18,4,2,3,"GCE4_MM3","","",-81.365555,"",31.452363,"","N","",,""
2002,10,18,4,2,4,"GCE4_MM4","","",-81.365620,"",31.452232,"","N","",,""
2002,10,18,4,2,5,"GCE4_MM5","","",-81.365700,"",31.452099,"","N","",,""
2002,10,18,4,2,6,"GCE4_MM6","","",-81.365795,"",31.451995,"","D","S",,""
2002,10,18,4,2,7,"GCE4_MM7","","",-81.365892,"",31.451893,"","N","",,""
2002,10,18,4,2,8,"GCE4_MM8","","",-81.365963,"",31.451768,"","D","S",,""
2002,10,19,6,1,1,"GCE6_CB1","","",-81.279792,"",31.388423,"","D","W",,""
2002,10,19,6,1,2,"GCE6_CB22","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.279818,"E",31.388295,"E","N","",,""
2002,10,19,6,1,4,"GCE6_CB34","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.279872,"E",31.388004,"E","D","IS",,""
2002,10,19,6,1,5,"GCE6_CB15","E","location estimated based on location of a single replacement plot within approximately 3m",-81.279761,"E",31.387860,"E","D","IS",,""
2002,10,19,6,1,6,"GCE6_CB6","","",-81.279730,"",31.387745,"","N","",,""
2002,10,19,6,1,7,"GCE6_CB7","","",-81.279841,"",31.387611,"","N","",,""
2002,10,19,6,1,8,"GCE6_CB8","","",-81.279966,"",31.387549,"","N","",,""
2002,10,19,6,1,13,"GCE6_CB23","E","location estimated based on location of a single replacement plot within approximately 3m",-81.279902,"E",31.388213,"E","L","TS",23,""
2002,10,19,6,2,1,"GCE6_MM1","","",-81.280132,"",31.388340,"","N","",,""
2002,10,19,6,2,2,"GCE6_MM2","","",-81.280117,"",31.388206,"","N","",,""
2002,10,19,6,2,3,"GCE6_MM3","","",-81.280137,"",31.388071,"","N","",,""
2002,10,19,6,2,4,"GCE6_MM4","","",-81.280220,"",31.387957,"","N","",,""
2002,10,19,6,2,5,"GCE6_MM5","","",-81.280299,"",31.387844,"","N","",,""
2002,10,19,6,2,6,"GCE6_MM6","","",-81.280418,"",31.387748,"","D","S",,""
2002,10,19,6,2,7,"GCE6_MM7","","",-81.280536,"",31.387640,"","D","S",,""
2002,10,19,6,2,8,"GCE6_MM8","","",-81.280655,"",31.387539,"","D","S",,""
2002,10,20,3,1,2,"GCE3_CB2","","",-81.228978,"",31.518776,"","N","",,""
2002,10,20,3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","N","",,""
2002,10,20,3,1,4,"GCE3_CB4","","",-81.229033,"",31.518546,"","D","W",,""
2002,10,20,3,1,5,"GCE3_CB5","","",-81.229055,"",31.518422,"","D","W",,""
2002,10,20,3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","D","W",,""
2002,10,20,3,1,7,"GCE3_CB7","","",-81.229197,"",31.518198,"","D","W",,""
2002,10,20,3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","D","IS",,""
2002,10,20,3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","D","W",,""
2002,10,20,3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","N","",,""
2002,10,20,3,2,2,"GCE3_MM2","","",-81.229065,"",31.519461,"","D","S",,""
2002,10,20,3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","N","",,""
2002,10,20,3,2,4,"GCE3_MM4","","",-81.229288,"",31.519177,"","N","",,""
2002,10,20,3,2,5,"GCE3_MM5","","",-81.229355,"",31.518991,"","D","S",,""
2002,10,20,3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","D","S",,""
2002,10,20,3,2,7,"GCE3_MM7","","",-81.229391,"",31.518753,"","D","S",,""
2002,10,20,3,2,8,"GCE3_MM8","","",-81.229451,"",31.518635,"","D","S",,""
2002,10,20,10,1,1,"GCE10_CB1","","",-81.270459,"",31.476997,"","N","",,""
2002,10,20,10,1,2,"GCE10_CB2","","",-81.270656,"",31.476845,"","N","",,""
2002,10,20,10,1,3,"GCE10_CB3","","",-81.270722,"",31.476730,"","N","",,""
2002,10,20,10,1,4,"GCE10_CB4","","",-81.270726,"",31.476455,"","N","",,""
2002,10,20,10,1,5,"GCE10_CB5","","",-81.270852,"",31.476504,"","D","S",,""
2002,10,20,10,1,6,"GCE10_CB6","","",-81.270911,"",31.476614,"","N","",,""
2002,10,20,10,1,7,"GCE10_CB7","","",-81.271039,"",31.476595,"","N","",,""
2002,10,20,10,1,8,"GCE10_CB8","","",-81.271625,"",31.476808,"","N","",,""
2002,10,20,10,2,1,"GCE10_MM1","","",-81.270532,"",31.477262,"","N","",,""
2002,10,20,10,2,2,"GCE10_MM2","","",-81.270523,"",31.477098,"","N","",,""
2002,10,20,10,2,3,"GCE10_MM3","","",-81.270869,"",31.476910,"","N","",,""
2002,10,20,10,2,4,"GCE10_MM4","","",-81.271005,"",31.476954,"","N","",,""
2002,10,20,10,2,5,"GCE10_MM5","","",-81.271155,"",31.476972,"","N","",,""
2002,10,20,10,2,6,"GCE10_MM6","","",-81.271288,"",31.476992,"","N","",,""
2002,10,20,10,2,7,"GCE10_MM7","","",-81.271449,"",31.476985,"","N","",,""
2002,10,20,10,2,8,"GCE10_MM8","","",-81.271566,"",31.477007,"","N","",,""
2003,10,17,6,1,1,"GCE6_CB1","","",-81.279792,"",31.388423,"","N","",,""
2003,10,17,6,1,2,"GCE6_CB22","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.279818,"E",31.388295,"E","L","TS",12,""
2003,10,17,6,1,4,"GCE6_CB34","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.279872,"E",31.388004,"E","L","TS",14,""
2003,10,17,6,1,5,"GCE6_CB15","E","location estimated based on location of a single replacement plot within approximately 3m",-81.279761,"E",31.387860,"E","D","IS",,""
2003,10,17,6,1,6,"GCE6_CB6","","",-81.279730,"",31.387745,"","N","",,""
2003,10,17,6,1,7,"GCE6_CB7","","",-81.279841,"",31.387611,"","N","",,""
2003,10,17,6,1,8,"GCE6_CB8","","",-81.279966,"",31.387549,"","N","",,""
2003,10,17,6,1,23,"GCE6_CB23","","",-81.279902,"",31.388213,"","N","",,""
2003,10,17,6,2,1,"GCE6_MM1","","",-81.280132,"",31.388340,"","N","",,""
2003,10,17,6,2,2,"GCE6_MM2","","",-81.280117,"",31.388206,"","N","",,""
2003,10,17,6,2,3,"GCE6_MM3","","",-81.280137,"",31.388071,"","N","",,""
2003,10,17,6,2,4,"GCE6_MM4","","",-81.280220,"",31.387957,"","N","",,""
2003,10,17,6,2,5,"GCE6_MM5","","",-81.280299,"",31.387844,"","N","",,""
2003,10,17,6,2,6,"GCE6_MM6","","",-81.280418,"",31.387748,"","N","",,""
2003,10,17,6,2,7,"GCE6_MM7","","",-81.280536,"",31.387640,"","N","",,""
2003,10,17,6,2,8,"GCE6_MM8","","",-81.280655,"",31.387539,"","D","S",,""
2003,10,17,7,1,1,"GCE7_CB1","","",-81.478689,"",31.335090,"","N","",,""
2003,10,17,7,1,2,"GCE7_CB2","","",-81.478722,"",31.335013,"","N","",,""
2003,10,17,7,1,3,"GCE7_CB3","","",-81.478709,"",31.334934,"","N","",,""
2003,10,17,7,1,4,"GCE7_CB4","","",-81.478675,"",31.334858,"","N","",,""
2003,10,17,7,1,5,"GCE7_CB5","","",-81.478642,"",31.334745,"","N","",,""
2003,10,17,7,1,6,"GCE7_CB6","","",-81.478564,"",31.334682,"","N","",,""
2003,10,17,7,1,7,"GCE7_CB7","","",-81.478510,"",31.334598,"","N","",,""
2003,10,17,7,1,8,"GCE7_CB8","","",-81.478495,"",31.334524,"","N","",,""
2003,10,17,7,2,1,"GCE7_MM1","","",-81.478596,"",31.335155,"","N","",,""
2003,10,17,7,2,2,"GCE7_MM2","","",-81.478555,"",31.335086,"","N","",,""
2003,10,17,7,2,3,"GCE7_MM3","","",-81.478502,"",31.334943,"","N","",,""
2003,10,17,7,2,4,"GCE7_MM4","","",-81.478483,"",31.334841,"","N","",,""
2003,10,17,7,2,5,"GCE7_MM5","","",-81.478404,"",31.334715,"","N","",,""
2003,10,17,7,2,6,"GCE7_MM6","","",-81.478284,"",31.334649,"","N","",,""
2003,10,17,7,2,7,"GCE7_MM7","","",-81.478147,"",31.334600,"","N","",,""
2003,10,17,7,2,8,"GCE7_MM8","","",-81.478039,"",31.334597,"","N","",,""
2003,10,17,8,1,1,"GCE8_CB21","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.416119,"E",31.308017,"E","N","",,""
2003,10,17,8,1,2,"GCE8_CB12","E","location estimated based on location of a single replacement plot within approximately 3m",-81.416070,"E",31.307994,"E","D","IS",,""
2003,10,17,8,1,3,"GCE8_CB3","","",-81.415747,"",31.307874,"","N","",,""
2003,10,17,8,1,4,"GCE8_CB14","E","location estimated based on location of a single replacement plot within approximately 3m",-81.415721,"E",31.307760,"E","N","",,""
2003,10,17,8,1,15,"GCE8_CB25","E","location estimated based on location of a single replacement plot within approximately 3m",-81.415608,"E",31.307682,"E","N","",,""
2003,10,17,8,1,16,"GCE8_CB26","E","location estimated based on location of a single replacement plot within approximately 3m",-81.415468,"E",31.307641,"E","N","",,""
2003,10,17,8,1,17,"GCE8_CB27","E","location estimated based on location of a single replacement plot within approximately 3m",-81.415389,"E",31.307562,"E","N","",,""
2003,10,17,8,1,18,"GCE8_CB28","E","location estimated based on location of a single replacement plot within approximately 3m",-81.415324,"E",31.307529,"E","N","",,""
2003,10,17,8,2,1,"GCE8_MM1","","",-81.415765,"",31.309053,"","N","",,""
2003,10,17,8,2,2,"GCE8_MM2","","",-81.415714,"",31.308965,"","D","P",,""
2003,10,17,8,2,3,"GCE8_MM13","E","location estimated based on location of a single replacement plot within approximately 3m",-81.415556,"E",31.308879,"E","N","",,""
2003,10,17,8,2,4,"GCE8_MM4","","",-81.415465,"",31.308849,"","D","P",,""
2003,10,17,8,2,5,"GCE8_MM5","","",-81.415322,"",31.308750,"","N","",,""
2003,10,17,8,2,6,"GCE8_MM6","","",-81.415257,"",31.308659,"","N","",,""
2003,10,17,8,2,7,"GCE8_MM7","","",-81.415218,"",31.308539,"","N","",,""
2003,10,17,8,2,8,"GCE8_MM18","E","location estimated based on location of a single replacement plot within approximately 3m",-81.415129,"E",31.308449,"E","L","P",18,""
2003,10,18,1,1,1,"GCE1_CB1","","",-81.422539,"",31.538627,"","N","",,""
2003,10,18,1,1,2,"GCE1_CB2","","",-81.422498,"",31.538535,"","N","",,""
2003,10,18,1,1,3,"GCE1_CB13","E","location estimated based on location of a single replacement plot within approximately 3m",-81.422441,"E",31.538468,"E","N","",,""
2003,10,18,1,1,4,"GCE1_CB4","","",-81.422396,"",31.538360,"","N","",,""
2003,10,18,1,1,5,"GCE1_CB35","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422332,"E",31.538427,"E","D","IS",,""
2003,10,18,1,1,6,"GCE1_CB36","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422287,"E",31.538494,"E","D","IS",,""
2003,10,18,1,1,7,"GCE1_CB17","E","location estimated based on location of a single replacement plot within approximately 3m",-81.422262,"E",31.538551,"E","D","IS",,""
2003,10,18,1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","D","IS",,""
2003,10,18,1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","N","",,""
2003,10,18,1,2,2,"GCE1_MM2","","",-81.422692,"",31.539388,"","N","",,""
2003,10,18,1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","N","",,""
2003,10,18,1,2,4,"GCE1_MM4","","",-81.422410,"",31.539429,"","N","",,""
2003,10,18,1,2,5,"GCE1_MM5","","",-81.422250,"",31.539457,"","N","",,""
2003,10,18,1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","N","",,""
2003,10,18,1,2,7,"GCE1_MM7","","",-81.421937,"",31.539505,"","N","",,""
2003,10,18,1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","N","",,""
2003,10,18,4,1,1,"GCE4_CB1","","",-81.365498,"",31.451676,"","N","",,""
2003,10,18,4,1,2,"GCE4_CB12","E","location estimated based on location of a single replacement plot within approximately 3m",-81.365560,"E",31.451548,"E","N","",,""
2003,10,18,4,1,3,"GCE4_CB3","","",-81.365566,"",31.451473,"","N","",,""
2003,10,18,4,1,4,"GCE4_CB4","","",-81.365579,"",31.451373,"","N","",,""
2003,10,18,4,1,5,"GCE4_CB15","E","location estimated based on location of a single replacement plot within approximately 3m",-81.366132,"E",31.451197,"E","D","IS",,""
2003,10,18,4,1,6,"GCE4_CB26","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.366163,"E",31.451281,"E","N","",,""
2003,10,18,4,1,7,"GCE4_CB17","E","location estimated based on location of a single replacement plot within approximately 3m",-81.366276,"E",31.451372,"E","N","",,""
2003,10,18,4,1,8,"GCE4_CB8","","",-81.366297,"",31.451478,"","D","IS",,""
2003,10,18,4,2,1,"GCE4_MM1","","",-81.365523,"",31.452632,"","N","",,""
2003,10,18,4,2,2,"GCE4_MM2","","",-81.365513,"",31.452485,"","N","",,""
2003,10,18,4,2,3,"GCE4_MM3","","",-81.365555,"",31.452363,"","N","",,""
2003,10,18,4,2,4,"GCE4_MM4","","",-81.365620,"",31.452232,"","N","",,""
2003,10,18,4,2,5,"GCE4_MM5","","",-81.365700,"",31.452099,"","N","",,""
2003,10,18,4,2,6,"GCE4_MM6","","",-81.365795,"",31.451995,"","N","",,""
2003,10,18,4,2,7,"GCE4_MM7","","",-81.365892,"",31.451893,"","N","",,""
2003,10,18,4,2,8,"GCE4_MM8","","",-81.365963,"",31.451768,"","N","",,""
2003,10,18,5,1,1,"GCE5_CB1","","",-81.339919,"",31.436090,"","N","",,""
2003,10,18,5,1,2,"GCE5_CB2","","",-81.340043,"",31.436007,"","N","",,""
2003,10,18,5,1,3,"GCE5_CB3","","",-81.340168,"",31.435977,"","N","",,""
2003,10,18,5,1,4,"GCE5_CB4","","",-81.340310,"",31.435970,"","N","",,""
2003,10,18,5,1,5,"GCE5_CB5","","",-81.340412,"",31.435900,"","N","",,""
2003,10,18,5,1,6,"GCE5_CB6","","",-81.340446,"",31.435795,"","N","",,""
2003,10,18,5,1,7,"GCE5_CB7","","",-81.340569,"",31.435715,"","D","IS",,""
2003,10,18,5,1,8,"GCE5_CB8","","",-81.340624,"",31.435696,"","N","",,""
2003,10,18,5,2,1,"GCE5_MM1","","",-81.340698,"",31.436011,"","N","",,""
2003,10,18,5,2,2,"GCE5_MM2","","",-81.340843,"",31.435959,"","N","",,""
2003,10,18,5,2,3,"GCE5_MM3","","",-81.340993,"",31.435893,"","N","",,""
2003,10,18,5,2,4,"GCE5_MM4","","",-81.341134,"",31.435830,"","N","",,""
2003,10,18,5,2,5,"GCE5_MM5","","",-81.341275,"",31.435748,"","N","",,""
2003,10,18,5,2,6,"GCE5_MM6","","",-81.341406,"",31.435647,"","N","",,""
2003,10,18,5,2,7,"GCE5_MM7","","",-81.341501,"",31.435543,"","N","",,""
2003,10,18,5,2,8,"GCE5_MM8","","",-81.341614,"",31.435437,"","N","",,""
2003,10,18,9,1,1,"GCE9_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.333734,"E",31.352109,"E","D","IS",,""
2003,10,18,9,1,1,"GCE9_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.333734,"E",31.352109,"E","D","W",,""
2003,10,18,9,1,2,"GCE9_CB2","","",-81.333824,"",31.352050,"","D","IS",,""
2003,10,18,9,1,2,"GCE9_CB2","","",-81.333824,"",31.352050,"","D","W",,""
2003,10,18,9,1,5,"GCE9_CB5","","",-81.334335,"",31.351793,"","L","TS",15,""
2003,10,18,9,1,6,"GCE9_CB16","E","location estimated based on location of a single replacement plot within approximately 3m",-81.334440,"E",31.351805,"E","D","W",,""
2003,10,18,9,1,7,"GCE9_CB17","E","location estimated based on location of a single replacement plot within approximately 3m",-81.334552,"E",31.351715,"E","L","TS",17,""
2003,10,18,9,1,8,"GCE9_CB18","E","location estimated based on location of a single replacement plot within approximately 3m",-81.334661,"E",31.351677,"E","L","TS",18,""
2003,10,18,9,1,13,"GCE9_CB23","E","location estimated based on location of a single replacement plot within approximately 3m",-81.333980,"E",31.351978,"E","D","W",,""
2003,10,18,9,1,14,"GCE9_CB14","","",-81.334207,"",31.351888,"","N","",,""
2003,10,18,9,2,1,"GCE9_MM1","","",-81.333752,"",31.351197,"","N","",,""
2003,10,18,9,2,2,"GCE9_MM2","","",-81.333574,"",31.351196,"","N","",,""
2003,10,18,9,2,3,"GCE9_MM3","","",-81.333467,"",31.351153,"","N","",,""
2003,10,18,9,2,4,"GCE9_MM4","","",-81.333347,"",31.351060,"","N","",,""
2003,10,18,9,2,5,"GCE9_MM5","","",-81.333068,"",31.350917,"","N","",,""
2003,10,18,9,2,6,"GCE9_MM6","","",-81.332931,"",31.350884,"","N","",,""
2003,10,18,9,2,7,"GCE9_MM7","","",-81.332782,"",31.350846,"","D","W",,""
2003,10,18,9,2,8,"GCE9_MM8","","",-81.332636,"",31.350807,"","N","",,""
2003,10,19,2,1,2,"GCE2_CB32","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295890,"E",31.536192,"E","D","IS",,""
2003,10,19,2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","N","",,""
2003,10,19,2,1,4,"GCE2_CB14","E","location estimated based on location of a single replacement plot within approximately 3m",-81.295047,"E",31.536124,"E","N","",,""
2003,10,19,2,1,5,"GCE2_CB5","","",-81.295029,"",31.536007,"","N","",,""
2003,10,19,2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","N","",,""
2003,10,19,2,1,7,"GCE2_CB7","","",-81.295118,"",31.535734,"","N","",,""
2003,10,19,2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","N","",,""
2003,10,19,2,1,11,"GCE2_CB11","","",-81.296118,"",31.536199,"","N","",,""
2003,10,19,2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","N","",,""
2003,10,19,2,2,2,"GCE2_MM2","","",-81.296091,"",31.536026,"","N","",,""
2003,10,19,2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","N","",,""
2003,10,19,2,2,4,"GCE2_MM4","","",-81.295808,"",31.535901,"","N","",,""
2003,10,19,2,2,5,"GCE2_MM5","","",-81.295682,"",31.535836,"","N","",,""
2003,10,19,2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","N","",,""
2003,10,19,2,2,7,"GCE2_MM7","","",-81.295395,"",31.535843,"","N","",,""
2003,10,19,2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","N","",,""
2003,10,19,3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","N","",,""
2003,10,19,3,1,2,"GCE3_CB2","","",-81.228978,"",31.518776,"","N","",,""
2003,10,19,3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","D","W",,""
2003,10,19,3,1,4,"GCE3_CB4","","",-81.229033,"",31.518546,"","D","W",,""
2003,10,19,3,1,5,"GCE3_CB5","","",-81.229055,"",31.518422,"","N","",,""
2003,10,19,3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","N","",,""
2003,10,19,3,1,7,"GCE3_CB7","","",-81.229197,"",31.518198,"","N","",,""
2003,10,19,3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","D","IS",,""
2003,10,19,3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","N","",,""
2003,10,19,3,2,2,"GCE3_MM2","","",-81.229065,"",31.519461,"","N","",,""
2003,10,19,3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","N","",,""
2003,10,19,3,2,4,"GCE3_MM4","","",-81.229288,"",31.519177,"","N","",,""
2003,10,19,3,2,5,"GCE3_MM5","","",-81.229355,"",31.518991,"","D","S",,""
2003,10,19,3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","D","S",,""
2003,10,19,3,2,7,"GCE3_MM7","","",-81.229391,"",31.518753,"","D","S",,""
2003,10,19,3,2,8,"GCE3_MM8","","",-81.229451,"",31.518635,"","N","",,""
2003,10,19,10,1,1,"GCE10_CB1","","",-81.270459,"",31.476997,"","D","W",,""
2003,10,19,10,1,2,"GCE10_CB2","","",-81.270656,"",31.476845,"","N","",,""
2003,10,19,10,1,3,"GCE10_CB3","","",-81.270722,"",31.476730,"","N","",,""
2003,10,19,10,1,4,"GCE10_CB4","","",-81.270726,"",31.476455,"","N","",,""
2003,10,19,10,1,5,"GCE10_CB5","","",-81.270852,"",31.476504,"","D","S",,""
2003,10,19,10,1,6,"GCE10_CB6","","",-81.270911,"",31.476614,"","N","",,""
2003,10,19,10,1,7,"GCE10_CB7","","",-81.271039,"",31.476595,"","N","",,""
2003,10,19,10,1,8,"GCE10_CB8","","",-81.271625,"",31.476808,"","N","",,""
2003,10,19,10,2,1,"GCE10_MM1","","",-81.270532,"",31.477262,"","N","",,""
2003,10,19,10,2,2,"GCE10_MM2","","",-81.270523,"",31.477098,"","N","",,""
2003,10,19,10,2,3,"GCE10_MM3","","",-81.270869,"",31.476910,"","N","",,""
2003,10,19,10,2,4,"GCE10_MM4","","",-81.271005,"",31.476954,"","N","",,""
2003,10,19,10,2,5,"GCE10_MM5","","",-81.271155,"",31.476972,"","N","",,""
2003,10,19,10,2,6,"GCE10_MM6","","",-81.271288,"",31.476992,"","N","",,""
2003,10,19,10,2,7,"GCE10_MM7","","",-81.271449,"",31.476985,"","N","",,""
2003,10,19,10,2,8,"GCE10_MM8","","",-81.271566,"",31.477007,"","N","",,""
2004,10,22,2,1,2,"GCE2_CB32","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295890,"E",31.536192,"E","N","",,""
